GeneID,DegreeCentrality,Betweenness
DIP-60140N,0.0015600624024961,0.0
DIP-37029N,0.0062402496099844,0.00010237909516380655
DIP-36948N,0.0015600624024961,0.0
DIP-32642N,0.0031201248049922,0.0
DIP-5720N,0.0015600624024961,0.0
DIP-5855N,0.0015600624024961,0.0
DIP-37656N,0.0015600624024961,0.0
DIP-41779N,0.0031201248049922,4.875195007800312e-06
DIP-31568N,0.0015600624024961,0.0
DIP-29029N,0.0,0.0
DIP-35686N,0.0015600624024961,0.0
DIP-24269N,0.0015600624024961,0.0
DIP-40944N,0.0015600624024961,0.0
DIP-60380N,0.0015600624024961,0.0
DIP-37505N,0.0015600624024961,0.0
DIP-28138N,0.0015600624024961,0.0
DIP-41399N,0.0015600624024961,0.0
DIP-46502N,0.0015600624024961,0.0
DIP-2861N,0.0015600624024961,0.0
DIP-211N,0.0015600624024961,0.0
DIP-32990N,0.0031201248049922,1.4625585023400937e-05
DIP-37896N,0.0015600624024961,0.0
DIP-61522N,0.0,0.0
DIP-527N,0.0015600624024961,0.0
DIP-42785N,0.0015600624024961,0.0
DIP-59128N,0.0015600624024961,0.0
DIP-41193N,0.0015600624024961,0.0
DIP-645N,0.0015600624024961,0.0
DIP-54818N,0.0046801872074883,0.0
DIP-29762N,0.0015600624024961,0.0
DIP-28143N,0.0015600624024961,0.0
DIP-473N,0.0015600624024961,0.0
DIP-41481N,0.0031201248049922,4.875195007800312e-06
DIP-61307N,0.0015600624024961,0.0
DIP-44925N,0.0015600624024961,0.0
DIP-61285N,0.0015600624024961,0.0
DIP-46242N,0.0015600624024961,0.0
DIP-58552N,0.0015600624024961,0.0
DIP-878N,0.0015600624024961,0.0
DIP-60524N,0.0015600624024961,0.0
DIP-48447N,0.0015600624024961,0.0
DIP-52N,0.0015600624024961,0.0
DIP-60262N,0.0031201248049922,4.875195007800312e-06
DIP-46162N,0.0015600624024961,0.0
DIP-48601N,0.0031201248049922,0.0
DIP-29532N,0.0,0.0
DIP-61094N,0.0031201248049922,3.412636505460219e-05
DIP-46229N,0.0015600624024961,0.0
DIP-60508N,0.0015600624024961,0.0
DIP-1007N,0.0015600624024961,0.0
DIP-56949N,0.0,0.0
DIP-61214N,0.0015600624024961,0.0
DIP-57088N,0.0015600624024961,0.0
DIP-5715N,0.0124804992199688,0.001455245709828393
DIP-29399N,0.0015600624024961,0.0
DIP-29844N,0.0015600624024961,0.0
DIP-60983N,0.0046801872074883,2.437597503900156e-05
DIP-59341N,0.0015600624024961,0.0
DIP-58551N,0.0015600624024961,0.0
DIP-58554N,0.0015600624024961,0.0
DIP-59045N,0.0015600624024961,0.0
DIP-60747N,0.0031201248049922,0.0
DIP-42731N,0.0031201248049922,0.0001170046801872075
DIP-58640N,0.0015600624024961,0.0
DIP-60657N,0.0,0.0
DIP-31951N,0.0031201248049922,4.875195007800312e-06
DIP-46145N,0.0015600624024961,0.0
DIP-77N,0.0015600624024961,0.0
DIP-48891N,0.0031201248049922,0.0
DIP-29592N,0.0015600624024961,0.0
DIP-34766N,0.0015600624024961,0.0
DIP-138N,0.0078003120124804995,4.875195007800312e-05
DIP-30954N,0.0015600624024961,0.0
DIP-41143N,0.0,0.0
DIP-368N,0.0015600624024961,0.0
DIP-48406N,0.0,0.0
DIP-29862N,0.0015600624024961,0.0
DIP-41432N,0.0046801872074883,5.362714508580343e-05
DIP-1045N,0.0046801872074883,0.0
DIP-58986N,0.0015600624024961,0.0
DIP-6040N,0.0015600624024961,0.0
DIP-59600N,0.0015600624024961,0.0
DIP-38518N,0.0015600624024961,0.0
DIP-305N,0.0015600624024961,0.0
DIP-37188N,0.0015600624024961,0.0
DIP-6001N,0.0015600624024961,0.0
DIP-32976N,0.0015600624024961,0.0
DIP-36927N,0.0015600624024961,0.0
DIP-48909N,0.0015600624024961,0.0
DIP-60789N,0.0015600624024961,0.0
DIP-47809N,0.0031201248049922,4.875195007800312e-06
DIP-58550N,0.0015600624024961,0.0
DIP-48721N,0.0031201248049922,0.0
DIP-480N,0.0031201248049922,3.9001560062402496e-05
DIP-48602N,0.0031201248049922,0.0
DIP-664N,0.0046801872074883,7.312792511700468e-05
DIP-588N,0.0031201248049922,7.312792511700468e-05
DIP-30883N,0.0015600624024961,0.0
DIP-36947N,0.0031201248049922,0.0
DIP-37970N,0.0015600624024961,0.0
DIP-608N,0.0015600624024961,0.0
DIP-30919N,0.0015600624024961,0.0
DIP-6139N,0.0015600624024961,0.0
DIP-6247N,0.0015600624024961,0.0
DIP-47657N,0.0015600624024961,0.0
DIP-61632N,0.0046801872074883,1.4625585023400937e-05
DIP-6140N,0.0015600624024961,0.0
DIP-29191N,0.0046801872074883,0.00011212948517940717
DIP-38195N,0.0031201248049922,4.875195007800312e-06
DIP-29245N,0.0015600624024961,0.0
DIP-43906N,0.0015600624024961,0.0
DIP-95N,0.0031201248049922,3.9001560062402496e-05
DIP-5932N,0.0015600624024961,0.0
DIP-59135N,0.0015600624024961,0.0
DIP-261N,0.0015600624024961,0.0
DIP-164N,0.0046801872074883,6.337753510140405e-05
DIP-6248N,0.0015600624024961,0.0
DIP-60184N,0.0031201248049922,0.000187695007800312
DIP-289N,0.0046801872074883,0.0
DIP-33091N,0.0015600624024961,0.0
DIP-60850N,0.0015600624024961,0.0
DIP-60704N,0.0046801872074883,0.000375390015600624
DIP-555N,0.0046801872074883,2.437597503900156e-05
DIP-59688N,0.0015600624024961,0.0
DIP-37278N,0.0015600624024961,0.0
DIP-57338N,0.0015600624024961,0.0
DIP-60750N,0.0031201248049922,0.0
DIP-29839N,0.0046801872074883,1.4625585023400937e-05
DIP-24204N,0.0031201248049922,4.875195007800312e-06
DIP-32521N,0.0015600624024961,0.0
DIP-40869N,0.0015600624024961,0.0
DIP-29021N,0.0015600624024961,0.0
DIP-60343N,0.0031201248049922,0.0
DIP-606N,0.0046801872074883,2.437597503900156e-05
DIP-788N,0.0015600624024961,0.0
DIP-60041N,0.0015600624024961,0.0
DIP-59127N,0.0015600624024961,0.0
DIP-29832N,0.0015600624024961,0.0
DIP-46106N,0.0,0.0
DIP-46059N,0.0031201248049922,0.0
DIP-48690N,0.0015600624024961,0.0
DIP-36407N,0.0015600624024961,0.0
DIP-33254N,0.0015600624024961,0.0
DIP-29766N,0.0031201248049922,0.0
DIP-24203N,0.0015600624024961,0.0
DIP-36887N,0.0015600624024961,0.0
DIP-48423N,0.0015600624024961,0.0
DIP-60743N,0.0015600624024961,0.0
DIP-1164N,0.0,0.0
DIP-61326N,0.0015600624024961,0.0
DIP-57661N,0.0015600624024961,0.0
DIP-33255N,0.0,0.0
DIP-639N,0.0015600624024961,0.0
DIP-29866N,0.0015600624024961,0.0
DIP-29698N,0.0078003120124804995,0.00019988299531981278
DIP-59714N,0.0015600624024961,0.0
DIP-46314N,0.0046801872074883,1.4625585023400937e-05
DIP-5966N,0.0015600624024961,0.0
DIP-60713N,0.0015600624024961,0.0
DIP-869N,0.0015600624024961,0.0
DIP-60432N,0.0015600624024961,0.0
DIP-516N,0.0062402496099844,0.00013650546021840875
DIP-6112N,0.0031201248049922,4.875195007800312e-06
DIP-44833N,0.0015600624024961,0.0
DIP-5740N,0.0015600624024961,0.0
DIP-61327N,0.0015600624024961,0.0
DIP-35759N,0.0015600624024961,0.0
DIP-2661N,0.0031201248049922,0.0
DIP-24261N,0.0015600624024961,0.0
DIP-119N,0.0015600624024961,0.0
DIP-29256N,0.0046801872074883,0.0013260530421216848
DIP-53073N,0.0015600624024961,0.0
DIP-47656N,0.0046801872074883,0.0019500780031201249
DIP-29905N,0.0015600624024961,0.0
DIP-37114N,0.0015600624024961,0.0
DIP-29066N,0.0062402496099844,0.00014869344773790953
DIP-60305N,0.0015600624024961,0.0
DIP-60008N,0.0015600624024961,0.0
DIP-60963N,0.0015600624024961,0.0
DIP-33272N,0.0015600624024961,0.0
DIP-31124N,0.0015600624024961,0.0
DIP-59249N,0.0031201248049922,4.875195007800312e-06
DIP-29078N,0.0015600624024961,0.0
DIP-2262N,0.0015600624024961,0.0
DIP-60791N,0.0015600624024961,0.0
DIP-60433N,0.0015600624024961,0.0
DIP-42010N,0.0015600624024961,0.0
DIP-32160N,0.0031201248049922,0.0
DIP-225N,0.0031201248049922,4.875195007800312e-06
DIP-29843N,0.0015600624024961,0.0
DIP-346N,0.0015600624024961,0.0
DIP-40867N,0.0015600624024961,0.0
DIP-48902N,0.0031201248049922,0.0
DIP-299N,0.0046801872074883,7.312792511700468e-05
DIP-46223N,0.0062402496099844,2.9251170046801874e-05
DIP-33702N,0.0046801872074883,3.9001560062402496e-05
DIP-38940N,0.0062402496099844,0.0005484594383775351
DIP-60986N,0.0015600624024961,0.0
DIP-33604N,0.0015600624024961,0.0
DIP-46161N,0.0046801872074883,9.262870514820593e-05
DIP-59941N,0.0015600624024961,0.0
DIP-60063N,0.0031201248049922,0.0
DIP-44062N,0.0031201248049922,0.0
DIP-59214N,0.0015600624024961,0.0
DIP-249N,0.0015600624024961,0.0
DIP-29763N,0.0015600624024961,0.0
DIP-5974N,0.0015600624024961,0.0
DIP-46144N,0.0015600624024961,0.0
DIP-5962N,0.0062402496099844,0.0001608814352574103
DIP-1059N,0.0015600624024961,0.0
DIP-29591N,0.0015600624024961,0.0
DIP-125N,0.0015600624024961,0.0
DIP-618N,0.0031201248049922,0.0005484594383775351
DIP-41279N,0.0062402496099844,0.0003656396255850234
DIP-32368N,0.0015600624024961,0.0
DIP-586N,0.0015600624024961,0.0
DIP-35337N,0.0015600624024961,0.0
DIP-60561N,0.0031201248049922,0.0
DIP-6041N,0.0015600624024961,0.0
DIP-59715N,0.0015600624024961,0.0
DIP-373N,0.0015600624024961,0.0
DIP-50368N,0.0015600624024961,0.0
DIP-42063N,0.0015600624024961,0.0
DIP-29206N,0.0015600624024961,0.0
DIP-28139N,0.0015600624024961,0.0
DIP-58546N,0.0124804992199688,0.00013650546021840875
DIP-46795N,0.0031201248049922,0.0
DIP-46501N,0.0062402496099844,0.0010091653666146646
DIP-267N,0.0062402496099844,2.9251170046801874e-05
DIP-499N,0.0015600624024961,0.0
DIP-60383N,0.0031201248049922,0.0
DIP-59601N,0.0031201248049922,4.875195007800312e-06
DIP-44088N,0.0015600624024961,0.0
DIP-485N,0.0015600624024961,0.0
DIP-17016N,0.0062402496099844,2.9251170046801874e-05
DIP-32709N,0.0015600624024961,0.0
DIP-36968N,0.0015600624024961,0.0
DIP-464N,0.0015600624024961,0.0
DIP-41365N,0.0015600624024961,0.0
DIP-39742N,0.0015600624024961,0.0
DIP-61263N,0.0015600624024961,0.0
DIP-59093N,0.0015600624024961,0.0
DIP-35287N,0.0015600624024961,0.0
DIP-46025N,0.0031201248049922,4.875195007800312e-06
DIP-60518N,0.0015600624024961,0.0
DIP-59551N,0.0046801872074883,0.0
DIP-41263N,0.0031201248049922,2.6813572542901716e-05
DIP-39461N,0.0015600624024961,0.0
DIP-302N,0.0015600624024961,0.0
DIP-63N,0.0015600624024961,0.0
DIP-59342N,0.0015600624024961,0.0
DIP-1559N,0.0015600624024961,0.0
DIP-48395N,0.0046801872074883,0.0
DIP-48901N,0.0015600624024961,0.0
DIP-37068N,0.0015600624024961,0.0
DIP-42209N,0.0015600624024961,0.0
DIP-48329N,0.0,0.0
DIP-29352N,0.0062402496099844,0.0
DIP-40507N,0.0062402496099844,5.850234009360375e-05
DIP-552N,0.0015600624024961,0.0
DIP-30987N,0.0015600624024961,0.0
DIP-29119N,0.0015600624024961,0.0
DIP-59689N,0.0015600624024961,0.0
DIP-49024N,0.0031201248049922,3.9001560062402496e-05
DIP-59340N,0.0031201248049922,0.0
DIP-61095N,0.0015600624024961,0.0
DIP-38953N,0.0046801872074883,4.3876755070202806e-05
DIP-41720N,0.0046801872074883,0.0
DIP-6131N,0.0046801872074883,0.000187695007800312
DIP-48879N,0.0031201248049922,0.0
DIP-44897N,0.0,0.0
DIP-33893N,0.0,0.0
DIP-59488N,0.0015600624024961,0.0
DIP-34031N,0.0031201248049922,0.0
DIP-6114N,0.0015600624024961,0.0
DIP-29847N,0.0015600624024961,0.0
DIP-59191N,0.0046801872074883,0.0016502535101404056
DIP-37314N,0.0031201248049922,4.875195007800312e-06
DIP-41848N,0.0015600624024961,0.0
DIP-30849N,0.0015600624024961,0.0
DIP-30941N,0.0078003120124804995,0.0007678432137285491
DIP-44911N,0.0015600624024961,0.0
DIP-29265N,0.0015600624024961,0.0
DIP-29767N,0.0046801872074883,0.0
DIP-30979N,0.0031201248049922,0.0
DIP-41816N,0.0015600624024961,0.0
DIP-217N,0.0062402496099844,4.3876755070202806e-05
DIP-60742N,0.0015600624024961,0.0
DIP-1071N,0.0015600624024961,0.0
DIP-33262N,0.0015600624024961,0.0
DIP-34554N,0.0015600624024961,0.0
DIP-108N,0.0187207488299532,0.0008555967238689547
DIP-5791N,0.0015600624024961,0.0
DIP-582N,0.0031201248049922,9.750390015600624e-06
DIP-31527N,0.0031201248049922,0.0
DIP-2662N,0.0031201248049922,0.0
DIP-29589N,0.0031201248049922,0.00021450858034321373
DIP-46315N,0.0015600624024961,0.0
DIP-59096N,0.0015600624024961,0.0
DIP-41144N,0.0015600624024961,0.0
DIP-29699N,0.0015600624024961,0.0
DIP-47397N,0.0046801872074883,9.750390015600624e-06
DIP-60681N,0.0015600624024961,0.0
DIP-29865N,0.0015600624024961,0.0
DIP-392N,0.0015600624024961,0.0
DIP-50866N,0.0015600624024961,0.0
DIP-49008N,0.0,0.0
DIP-29202N,0.0015600624024961,0.0
DIP-33404N,0.0031201248049922,1.7063182527301093e-05
DIP-31970N,0.0031201248049922,0.0
DIP-46497N,0.0031201248049922,4.875195007800312e-06
DIP-30952N,0.0124804992199688,0.004048849453978159
DIP-48660N,0.0015600624024961,0.0
DIP-37486N,0.0093603744149766,0.000797094383775351
DIP-118N,0.0015600624024961,0.0
DIP-59942N,0.0015600624024961,0.0
DIP-554N,0.0015600624024961,0.0
DIP-60875N,0.0031201248049922,4.875195007800312e-06
DIP-60988N,0.0031201248049922,0.0
DIP-46337N,0.0,0.0
DIP-30882N,0.0015600624024961,0.0
DIP-61290N,0.0015600624024961,0.0
